"CustomerID","PurchaseDate","PurchaseValue"
12868,2011-01-12,25.5
15392,2011-09-12,9.36
16904,2011-11-10,6.26
16040,2010-06-28,15
14321,2011-09-27,9.36
14307,2011-09-12,46.8
13573,2010-11-25,1.25
16736,2010-04-26,38.25
15460,2010-12-20,14.45
14605,2010-11-30,14.55
13037,2011-03-28,15.9
13851,2011-09-05,9.36
16461,2010-03-03,15.67
15898,2010-01-29,10.85
17837,2011-07-07,-15.95
14456,2011-11-10,23.96
16105,2010-08-05,39.48
16882,2011-10-04,16.5
16330,2010-10-11,4.25
15321,2010-04-19,25.2
13448,2010-01-28,5.04
16624,2011-05-26,87.16
14670,2009-12-07,0.42
12471,2010-04-26,35.4
18196,2010-03-17,9.2
16954,2010-03-02,13.2
15311,2010-02-23,7.5
16145,2011-08-08,16.5
17624,2011-11-25,15.8
14562,2011-12-06,2.49
14834,2011-11-17,42.96
12638,2011-11-06,160
16782,2010-11-04,2.1
12950,2011-12-01,179
14096,2011-09-26,-447.56
17850,2010-07-05,50.4
14692,2010-07-21,7.8
16409,2010-11-17,8.5
13081,2010-08-23,5.04
13031,2010-07-22,5.8
17841,2011-06-21,5.9
14649,2010-11-22,4.6
12471,2010-12-10,13.2
15959,2010-01-26,7.5
13553,2010-02-03,5.95
17841,2011-03-03,3.75
15626,2011-01-14,15.12
15015,2010-07-26,4.95
14401,2011-06-23,26.7
17238,2010-05-11,4.2
12471,2010-04-20,-2.9
17085,2010-11-21,7.5
14911,2010-10-27,79.5
13871,2011-11-17,44.2
17705,2011-03-23,16.5
16341,2010-09-22,30
13964,2010-11-17,17.7
16686,2010-06-30,28.98
18277,2010-10-19,53.4
16384,2011-09-11,25.5
13093,2011-01-06,31.2
17994,2010-07-13,9.6
13033,2010-12-17,19.5
17271,2009-12-03,1.65
15078,2010-04-16,25.2
15910,2011-04-07,4.95
15644,2011-03-23,5.04
16440,2011-12-02,21
16718,2010-01-31,0.21
14646,2010-03-26,323.4
17625,2010-06-20,2.52
14534,2010-09-21,8.8
17341,2010-06-17,1.25
14177,2010-11-23,9.9
17206,2011-10-17,34.68
13735,2010-11-10,5.9
12840,2011-04-27,15.3
17845,2010-05-12,10.75
16010,2011-04-03,1.45
16777,2010-10-22,37.6
14646,2011-05-12,25.92
15727,2011-04-05,5.1
16032,2010-07-08,18.25
13319,2011-09-09,30.9
14527,2010-02-18,45.95
18230,2011-09-06,71.4
16870,2010-08-27,54.2
15547,2010-06-04,0.85
13115,2010-06-17,14.4
15719,2011-07-07,4.95
17612,2010-11-25,34.8
15683,2011-08-14,19.8
12785,2009-12-08,12.6
14439,2010-05-21,102
15831,2011-01-19,-54
16910,2011-09-09,2.08
15521,2010-04-07,140.25
16258,2011-10-25,35.8
17921,2010-07-29,1.7
16347,2010-05-20,5.05
14639,2010-02-16,11.9
13137,2011-08-28,1.65
14745,2011-08-19,10.2
17861,2011-07-06,10
15922,2010-12-01,45
14056,2011-02-28,11.2
16905,2011-03-24,5.9
16235,2010-09-03,12.75
13151,2010-03-22,31.8
14092,2011-01-21,15
13698,2010-04-22,3.3
15791,2010-04-28,30.6
14553,2011-01-04,25.5
14211,2010-07-30,25.2
16800,2011-11-28,8.3
13694,2011-08-24,175
17277,2011-01-21,8.7
16843,2011-05-26,14.85
12615,2011-12-07,5.04
14701,2011-11-29,10.7
14907,2010-12-14,36
16877,2011-07-10,15.15
14606,2010-11-21,4.85
14646,2010-01-26,712.88
16932,2010-10-12,4.85
14311,2011-04-11,14.95
14911,2010-11-04,226.2
17515,2010-11-10,12.5
14085,2010-08-26,3.75
13854,2010-09-15,13.2
17908,2010-12-01,7.6
13632,2010-05-12,29.7
16791,2011-10-10,8.35
12437,2011-11-03,25.08
13333,2010-09-08,34.8
14312,2011-09-09,30
15043,2010-07-21,3.3
13014,2010-10-03,30.2
14587,2011-11-21,8.4
13448,2009-12-17,26.1
16094,2011-11-10,20.28
14449,2011-10-06,4.8
13044,2010-04-18,3.3
17258,2010-11-08,4.2
16931,2010-12-05,1.25
17796,2011-01-09,12.45
15208,2011-10-07,14.85
13756,2011-12-07,29.5
17651,2011-09-21,15.3
16868,2010-04-25,4.2
13178,2010-01-17,15
15513,2011-07-26,107.28
17426,2010-09-13,13
14755,2010-07-15,15.6
16244,2010-12-02,49.83
17091,2011-06-07,14.75
16652,2011-08-22,10.2
14104,2011-06-27,33.9
16987,2011-10-16,12.75
17332,2010-02-21,5.04
15626,2011-09-26,16.16
17083,2010-10-26,13.6
16019,2011-02-16,19.5
14062,2009-12-14,351
14456,2011-09-27,27.5
15443,2010-08-22,7.4
16008,2011-05-19,8.25
16676,2010-10-17,54.08
12422,2010-11-10,12.5
16912,2011-05-16,29.7
16525,2010-06-09,122.4
14031,2010-05-19,25.5
14911,2010-11-21,15
12921,2010-03-17,15.6
17590,2011-11-22,19.3
17841,2011-09-09,3.75
13838,2011-08-14,1.25
14449,2010-12-02,10.75
16126,2010-10-12,116.55
12784,2011-11-24,20.8
14024,2011-08-07,30.6
17160,2010-11-07,30
12749,2011-05-10,19.5
14748,2010-12-06,17.4
13973,2011-02-25,39
18069,2011-09-12,10.4
15356,2010-12-14,0.85
13959,2010-12-12,21
17994,2010-03-29,9.9
13798,2011-11-22,71.1
14401,2011-06-10,32.76
16081,2011-10-14,6.7
15498,2011-01-24,15
18106,2010-02-28,14.4
14081,2010-02-22,16.05
13069,2010-08-12,1.14
17416,2010-05-13,29.7
16281,2011-09-28,152.64
17259,2010-12-06,3.3
16033,2010-11-28,7.13
14646,2010-03-26,135
16550,2010-12-06,11.8
15916,2010-03-08,8.4
13803,2010-10-04,10.2
12779,2011-01-17,17
12444,2011-06-21,17.7
17870,2011-07-27,2.2
15867,2011-01-10,2.5
13379,2011-10-02,6.39
15547,2010-03-25,10.05
13398,2011-05-31,46.2
14239,2011-05-17,13.2
15544,2010-07-28,8.5
17990,2010-12-21,19.8
14415,2011-09-02,8.8
14096,2011-10-31,33.72
13995,2010-10-20,10.2
12758,2010-06-09,88.5
14191,2011-11-17,27.22
17528,2011-11-22,10.2
16928,2010-10-07,30
17139,2011-02-24,55.16
14676,2010-11-04,75
13978,2011-10-25,18.72
17870,2011-09-29,7.5
17839,2011-10-28,7.47
15625,2010-08-24,17.4
15967,2010-09-26,14.25
18179,2010-02-14,25.2
13881,2011-11-14,74.88
14527,2010-12-15,49.65
12839,2010-11-04,17.7
16033,2010-11-15,0.55
16782,2010-07-29,3.3
15311,2010-03-22,40
13277,2011-07-29,49.5
14159,2011-09-19,3.36
13184,2011-07-11,26.76
12547,2010-07-27,10.2
16515,2010-11-25,3.75
14921,2011-05-22,17.7
15547,2011-03-13,24.35
15572,2010-11-24,3.9
13571,2011-11-13,8.32
15856,2010-11-26,102
17362,2010-01-06,3.75
12471,2011-03-18,15
15005,2009-12-09,-1.25
15311,2010-12-01,105.66
13102,2010-11-25,35.4
17999,2010-12-08,1.67
15398,2011-09-22,27.04
13468,2011-11-10,13.5
14251,2011-10-13,15
14527,2010-11-09,5.05
15599,2010-09-20,25.08
14646,2010-08-17,84.9
14895,2011-04-04,9.95
16466,2010-06-06,19.9
12510,2011-01-18,23.35
15291,2010-09-19,66.6
13822,2011-10-30,7.5
18260,2010-11-28,10.2
13069,2010-12-05,4.25
15039,2010-11-17,15
12748,2011-11-11,6.25
15867,2010-10-31,10.2
12497,2010-03-05,75.6
17672,2011-10-20,13.2
15988,2010-06-06,8.85
14700,2010-08-11,5.04
13564,2010-03-25,19.5
15862,2010-12-01,13.9
16713,2010-04-01,10.8
14367,2011-11-08,17
15527,2010-06-09,20.8
14502,2011-02-20,7.6
14390,2011-04-14,20.39
17809,2010-03-15,101.88
14606,2011-12-08,13.5
18151,2011-07-28,30
13395,2010-10-14,95.88
16477,2010-12-03,15
15237,2011-04-26,15
15144,2010-02-24,63.5
15067,2010-04-11,76.5
17316,2010-10-15,2.1
14432,2011-09-11,9
17975,2011-01-04,6.3
14770,2010-02-25,15.9
15955,2011-09-29,13.2
17601,2010-11-24,2.1
18055,2010-12-16,25.5
14647,2010-07-04,10.2
14573,2011-03-27,8.85
15394,2010-11-09,17
17841,2011-11-29,4.19
16812,2010-11-22,32.4
12476,2011-07-21,60
17589,2010-06-06,167.4
14985,2010-12-16,5.55
16980,2011-02-21,9.45
14105,2011-04-14,62
15298,2011-09-08,17
12935,2011-05-20,15.6
14898,2009-12-13,2.55
16515,2011-10-18,9.9
16360,2011-10-04,12.48
16409,2010-07-02,19.39
15768,2010-03-04,9.95
17073,2011-11-22,28.9
15311,2011-11-11,3.95
16271,2010-03-07,10.2
14988,2010-11-24,0.85
12415,2011-06-15,154.08
14085,2010-12-13,62.6
13263,2010-10-29,4.95
15311,2011-01-17,1.69
16022,2011-03-24,27.8
14646,2011-10-27,358
15296,2010-08-12,19.8
16326,2010-01-28,14.95
13680,2011-10-31,10.5
15017,2011-11-06,2.55
12778,2011-03-14,15.6
15780,2011-04-11,11.9
13576,2011-01-06,15.3
17037,2011-09-13,39.9
17996,2010-06-11,5
13735,2010-01-21,9.35
15550,2010-11-26,24.08
17735,2011-10-05,100.98
17376,2010-07-05,6.9
15331,2010-04-09,11.25
13798,2011-01-23,-8.45
14740,2010-10-26,39.6
14412,2011-10-28,10.08
12541,2011-06-19,10
17003,2010-10-12,2.55
14912,2010-11-21,-19.8
14284,2011-11-09,37.65
16729,2011-11-01,15.8
14096,2011-11-10,6.97
14911,2010-11-04,15
17220,2011-11-15,15.3
14730,2011-10-05,8.32
16693,2011-10-02,3.75
13173,2010-01-07,5.95
16549,2011-08-07,2.5
16905,2011-10-23,34.35
13694,2011-04-13,120
17046,2010-08-12,4.25
14188,2011-05-09,21
13263,2011-03-24,0.42
18259,2010-11-04,20.4
17888,2010-01-22,-1.7
18077,2011-08-11,16.5
14952,2010-02-18,70.8
12417,2010-01-08,15.3
17850,2009-12-07,29.7
13619,2010-02-03,2.5
17332,2010-03-14,2.55
17073,2011-09-18,6.65
16907,2010-09-30,5.95
14087,2010-10-31,8.15
12523,2010-02-09,23.55
14152,2010-11-17,15
17767,2010-10-25,1.25
16933,2010-03-11,4.2
17288,2011-11-27,1.65
14769,2009-12-16,13.68
14344,2010-03-23,13.05
12867,2010-07-26,3.25
16805,2011-06-19,9.96
17019,2010-11-29,0.29
14898,2010-07-28,1.9
16814,2011-05-18,19.8
17841,2011-04-14,4.95
12933,2011-11-15,3.75
12921,2011-05-06,62.25
17238,2011-07-06,7.95
17811,2010-11-30,1.7
14527,2011-05-18,2.95
14646,2010-11-22,5.9
14461,2010-05-06,12.75
18109,2011-05-29,2.5
17428,2011-06-14,9.36
12632,2010-05-24,12
17585,2011-01-05,15.6
13014,2011-08-18,20.8
14346,2010-07-30,15.3
17696,2010-03-22,12.5
17550,2010-05-10,13.9
18260,2010-12-16,25.5
16293,2009-12-11,30
16736,2010-07-22,48.8
17757,2011-11-07,0.63
15665,2010-08-22,11.8
14390,2010-11-10,15.2
15530,2011-04-07,31.4
14071,2011-11-20,16.17
16788,2011-03-30,1.25
12476,2011-10-25,35.8
17338,2011-11-22,28.6
17754,2010-03-12,17.6
14527,2010-11-30,4.95
15994,2010-10-24,10.2
14606,2011-03-29,1.95
17529,2010-01-11,10.9
17453,2011-11-22,14.22
13059,2010-03-31,13.4
17903,2010-11-10,5
14953,2010-10-17,1.7
14659,2011-01-28,25.5
17769,2010-10-17,18
14040,2010-05-27,19.5
14044,2011-08-28,1.26
14810,2011-03-13,2.6
17346,2011-10-20,44.75
13975,2010-02-02,6.7
14808,2011-09-26,-50.85
15858,2010-12-07,12.75
12621,2011-08-31,14.94
18172,2010-07-05,12.6
12978,2010-03-04,35.7
17043,2009-12-09,12.85
14710,2011-11-20,2.9
16200,2010-11-22,9.9
16293,2011-10-21,10.4
13979,2010-05-09,1.25
14415,2010-12-14,29.5
14471,2009-12-07,11.9
12567,2011-08-23,17.85
12380,2011-11-18,149.7
15966,2010-09-15,22.5
13451,2010-06-29,3.25
17931,2011-03-29,5.95
14901,2010-12-02,2.55
16354,2010-04-27,9.9
16231,2010-10-11,15
15376,2011-05-01,10.2
17338,2010-11-29,42.2
17434,2011-11-02,24.96
13813,2010-04-16,12.6
14849,2010-04-29,10.2
13742,2011-02-13,23.7
15400,2010-05-28,19.9
14562,2011-02-08,6.3
12748,2011-03-24,1.45
14800,2010-10-17,4.41
14481,2010-10-28,39.6
16062,2010-11-25,51
15898,2010-10-11,3.3
12536,2011-10-11,6.84
17315,2010-09-27,0.95
16019,2009-12-14,96.3
16904,2011-08-23,14.62
13089,2011-03-31,50.7
18226,2011-09-19,15
13542,2010-05-04,7.18
13599,2010-05-28,15
17841,2010-11-18,6.75
14350,2010-10-05,20.16
14096,2011-09-26,17.68
18073,2011-06-15,-1.65
15144,2010-08-18,63.5
14116,2011-09-08,20.16
14040,2011-01-30,1.68
14081,2010-02-22,3.45
16793,2011-10-13,25.5
16823,2010-10-03,15
15826,2011-05-13,35.7
17356,2011-02-01,1.9
12748,2011-05-12,1.25
16126,2009-12-02,10.2
14258,2011-07-11,122.4
15039,2011-09-09,8.25
12607,2011-10-10,21
17379,2011-11-28,5.65
13769,2011-01-17,18.6
14849,2010-03-28,17.85
14022,2010-08-10,17.4
15222,2010-01-27,30
13673,2011-11-07,4.16
13564,2010-08-16,24.54
14504,2011-10-23,26.25
17243,2011-09-22,12.75
12681,2010-12-07,39.1
13777,2010-12-01,207
17238,2010-07-05,4.2
13425,2010-07-19,16.5
14702,2011-01-06,13.5
14309,2010-10-22,17.7
16183,2010-10-28,15
16653,2011-09-29,16.5
15149,2011-07-29,15
15562,2009-12-13,47.2
14854,2010-11-14,16.95
13617,2011-10-30,20.65
15034,2011-11-11,0.85
13982,2010-06-21,35.4
13004,2010-01-04,19.5
17114,2011-04-04,8.5
16201,2011-11-23,-25.2
16359,2011-04-10,7.8
17062,2010-12-05,28.8
15786,2010-10-18,69.74
14953,2010-10-17,3.75
17530,2011-04-20,23.4
17776,2010-11-18,4.95
15272,2011-10-13,8.4
13601,2010-11-12,6.75
18055,2011-12-02,39.75
14010,2010-05-23,11.8
14156,2010-05-13,63.5
17581,2010-02-02,27
17348,2010-03-10,5.04
16033,2011-12-04,17.7
18118,2011-11-29,2.9
17017,2011-09-28,39.6
17675,2011-11-21,30
12926,2010-10-01,7.47
16334,2010-08-04,2.55
14800,2011-05-01,-2.1
16550,2011-06-28,9.75
13599,2011-11-07,37.35
13268,2011-09-16,3.75
17979,2011-03-25,0.84
15574,2010-12-02,4.55
18262,2010-11-11,15
15002,2010-01-26,9.9
17204,2010-09-27,17.9
13055,2010-10-06,19.68
14156,2010-04-30,-4.35
18236,2010-04-15,14.85
14410,2011-09-08,-3.9
14557,2011-09-15,45
17694,2010-05-26,6.3
14001,2010-08-27,65.4
13344,2011-10-03,21.86
15373,2010-05-16,8.5
12926,2009-12-14,1.25
17841,2010-06-16,4.45
14911,2010-09-08,15
17651,2011-06-23,12.5
17952,2010-06-16,1.25
12748,2010-02-18,2.95
17020,2010-06-15,10.08
17611,2011-04-11,5.04
12540,2010-08-31,17.4
14227,2011-05-27,8.5
13069,2011-01-09,8.5
17841,2011-04-18,8
15856,2011-04-21,24.96
13755,2011-12-06,17.4
14606,2010-05-09,0.85
14088,2011-07-19,300.4
14748,2010-03-04,6.3
13313,2010-08-17,17.85
16928,2011-04-18,50
12836,2011-05-04,38.9
14606,2010-02-25,4.95
14905,2010-07-20,34.8
18196,2011-09-05,5.04
16456,2010-05-16,16.7
14911,2010-08-31,25.5
13097,2009-12-01,12.5
12748,2011-11-29,15
15600,2010-06-15,19.75
14667,2011-11-14,7.5
14745,2010-07-26,6.72
12484,2011-08-28,44.45
16104,2010-04-11,2.9
12550,2011-09-21,36
16145,2011-06-16,16.5
14318,2010-09-05,10.4
14646,2011-11-02,69.12
16549,2010-10-03,4.2
13615,2010-07-21,29.75
13319,2011-11-10,33.9
14530,2010-09-15,7.9
16906,2010-05-13,3.75
14978,2011-09-28,13.6
16383,2011-03-16,4.35
17515,2011-03-16,9.9
16779,2011-12-07,15.3
16550,2011-08-23,14.75
16261,2011-04-07,5.14
16894,2010-06-22,13.4
18109,2011-01-05,3.9
18118,2011-01-18,7.1
15051,2011-07-12,15
15557,2011-11-11,2.55
13097,2010-06-30,7.49
12885,2011-08-08,16.6
13587,2011-10-07,25.2
12446,2011-10-13,15
13728,2011-05-25,15.9
13206,2009-12-07,25.44
16520,2011-06-06,9.6
16755,2010-08-29,11.28
15702,2010-08-20,3.75
15024,2010-12-07,10.2
14562,2011-08-04,11.9
15498,2010-12-08,6.96
14911,2010-07-14,31.6
14883,2011-09-27,15.46
17677,2010-12-06,34
14716,2011-10-27,8.3
14081,2010-12-05,12.47
16360,2011-12-05,0.83
18180,2011-09-12,16.5
13418,2010-12-02,30.6
17527,2011-10-17,14.85
16916,2011-11-16,2.1
17732,2010-08-09,16.5
13477,2011-07-24,17.4
16032,2010-07-04,17.85
15640,2010-08-01,21.96
15039,2010-11-01,12.65
13089,2010-01-28,81.6
14655,2011-11-17,59.4
15555,2010-02-01,25.5
14547,2011-11-20,15
17675,2010-10-11,12.5
17673,2010-08-03,13.05
14911,2010-10-11,31.2
15426,2010-12-05,83.91
14180,2011-02-01,15
17142,2011-04-14,23.4
13273,2011-08-18,8.34
16384,2010-10-06,10.2
13767,2011-09-19,-25.5
14713,2010-12-09,5.9
17706,2010-06-08,45
17675,2011-10-31,25.2
18219,2011-10-27,15.3
12609,2010-04-01,15
16595,2010-10-31,1.25
12490,2010-03-09,21
13840,2010-10-19,40.2
15920,2009-12-14,8.95
12836,2010-11-15,3.3
15768,2010-04-01,34.55
16402,2010-12-05,2.95
12838,2010-10-14,2.95
13018,2010-03-01,17.4
17730,2011-11-11,5.04
16592,2011-12-05,25.2
12347,2011-01-26,20.4
15513,2010-09-15,133.2
16556,2010-11-29,15
15129,2011-05-13,10.2
16933,2010-10-21,8.5
16353,2011-05-06,356.4
14527,2011-01-19,9.95
14725,2010-11-10,4.25
16399,2011-04-18,5.1
14004,2011-10-27,17.4
14646,2010-08-10,254.4
17581,2010-12-02,16.5
15738,2010-04-28,12.6
14573,2011-02-25,28.85
15265,2009-12-01,17.7
17400,2009-12-17,5
14971,2011-10-27,0.55
16456,2010-08-22,23.2
14621,2011-11-09,20.8
15033,2011-05-15,3.2
17833,2009-12-16,3.9
12424,2010-06-04,-25.5
13081,2011-01-06,24.84
15039,2010-09-22,23.6
12731,2010-05-16,63.5
12757,2011-10-06,50.7
12963,2010-07-23,-11.25
13856,2010-03-30,6.6
14646,2011-08-11,558.6
17218,2011-11-28,10.5
15974,2011-02-24,13.52
17139,2010-02-19,33
18044,2011-12-05,25.2
15757,2011-05-06,5.04
17974,2011-11-15,5.1
14911,2010-09-07,30.18
16283,2010-06-30,1.7
14277,2010-08-09,474.24
13137,2011-11-29,19.63
17529,2010-04-08,16.95
14096,2011-11-28,182.15
14769,2010-11-14,15.3
13564,2010-07-15,6.8
12839,2011-10-27,17.7
14606,2010-11-15,7.5
15550,2011-08-25,0.78
15774,2010-10-17,17.7
14502,2011-04-18,4.95
12480,2011-11-11,19.8
14461,2010-01-18,7.15
12838,2010-10-29,2.75
16221,2010-08-10,4.29
16782,2010-11-24,8.7
12681,2010-01-26,23.8
13807,2010-12-07,35.7
13734,2010-07-19,3.75
14711,2011-03-22,2.55
17799,2010-06-17,0.65
13230,2011-04-07,4.63
14621,2010-01-25,27
15967,2010-09-26,5.85
14907,2010-12-07,27.6
17865,2011-10-26,30
15298,2011-10-30,17
14554,2011-11-16,5.34
12475,2011-10-17,19.8
14032,2011-12-07,54.24
14189,2011-10-27,32.94
18210,2011-11-30,4.68
18041,2010-12-09,10.2
14911,2011-07-18,17
12391,2010-02-15,15.9
14056,2011-03-10,6.25
17220,2011-10-24,3.3
15125,2010-04-29,50.4
16907,2010-12-09,15.9
16549,2010-08-12,3.75
14156,2010-03-10,11.9
12391,2010-09-01,8.4
17841,2011-12-06,8.85
17238,2011-09-16,8.3
15549,2011-01-27,33.6
13999,2011-07-27,15
15498,2010-11-29,45
15984,2010-05-18,1.25
13884,2010-11-19,1.25
12686,2010-12-03,10.08
17920,2010-01-17,102
15339,2011-01-25,1.95
18180,2011-12-05,9.36
16754,2010-10-08,2080.8
16945,2011-09-15,20.8
15874,2010-08-12,17.7
16799,2010-09-12,5.9
15768,2010-04-22,25.85
15039,2011-11-14,0.85
13042,2010-02-02,4.6
15106,2011-07-21,16.5
17694,2011-07-21,10.2
13263,2011-08-04,4.95
12471,2011-08-24,9.96
14911,2010-04-29,41.4
17870,2011-07-27,3.75
15002,2010-12-07,48.15
16111,2010-10-07,17.5
17913,2010-08-13,16.06
14535,2011-08-04,26.44
13564,2010-10-08,19.5
17539,2009-12-13,7.5
13093,2010-01-11,34
16185,2011-04-21,27.95
15924,2009-12-08,5
15058,2010-08-29,8.5
17444,2011-07-11,28.08
15752,2010-09-08,39.15
13148,2010-01-21,-5.2
12681,2010-12-20,23.8
17231,2010-04-26,1.65
13230,2010-12-09,7.5
14156,2010-03-05,27.36
16658,2010-08-31,14.75
14490,2010-10-29,15
15549,2010-01-11,6.96
13418,2010-12-10,39.6
16923,2010-11-14,16.15
13015,2011-10-17,23.8
14593,2010-02-10,7.5
14194,2011-05-13,35.85
17685,2010-12-02,17.7
17841,2011-10-28,21.85
17550,2010-08-12,14.22
15012,2010-05-12,2.1
15038,2010-10-31,5.1
17799,2011-06-29,6.76
18036,2010-07-09,2.95
13004,2011-10-07,17.4
17235,2011-11-14,25
16029,2011-10-11,-488.16
17338,2010-08-25,13.7
15827,2010-04-07,25.5
18267,2010-02-18,-1.65
13136,2010-08-02,15.3
13148,2010-07-25,0.85
16935,2010-10-14,3.85
13268,2011-03-30,35.04
13148,2010-02-25,12.75
14350,2010-11-24,15
13680,2010-01-14,9.75
12877,2011-06-15,26.55
17850,2010-09-22,4.32
13668,2011-07-26,2.55
12428,2011-03-01,51
12623,2010-01-12,199.8
14646,2010-06-18,228.9
12748,2010-11-11,23.6
14686,2010-02-18,1.7
16393,2011-11-28,5
17416,2010-04-06,49.8
14748,2011-05-11,7.8
17611,2010-10-14,13.95
15894,2010-12-05,1.65
15039,2011-02-28,5.95
14298,2010-09-28,22.2
14527,2011-06-15,7.95
17345,2010-11-29,1.25
14298,2010-07-15,12.6
18117,2011-11-14,14.04
12972,2010-05-06,32
17850,2010-01-15,33.9
14692,2010-08-12,24.75
15123,2010-09-27,17.4
12681,2010-11-26,35.4
17511,2010-09-01,81.12
17472,2011-06-01,1.65
17964,2011-11-08,4.58
15496,2010-03-18,28.55
15005,2011-07-14,8.5
16709,2010-06-13,175.2
14606,2010-03-07,8.05
17841,2011-05-19,2.95
13240,2011-06-19,21.8
15932,2011-12-05,18.96
16258,2010-08-17,10.08
16919,2011-04-05,7.95
14769,2011-05-22,27.2
17449,2011-04-19,13.9
17428,2010-10-12,10.5
16782,2010-06-27,2.95
14408,2011-06-21,25.2
14796,2011-06-20,11.7
17706,2011-07-14,15
13622,2010-01-12,12.6
14451,2010-02-11,14.85
15117,2010-09-17,8.5
13206,2010-08-27,5.8
16426,2011-09-08,3.45
17371,2010-03-26,2.1
16458,2010-06-14,8.4
14713,2010-05-06,10.94
17954,2011-02-17,3.75
12662,2010-04-01,17.7
14646,2011-10-20,530.4
14395,2010-04-28,37.5
15768,2010-01-25,25.5
17850,2010-01-17,15.3
14903,2011-11-18,21.45
13753,2010-04-20,40.5
16707,2010-06-09,1.65
18044,2010-10-07,17
16794,2011-10-23,4.25
14132,2011-06-09,21
13049,2010-11-15,102
14713,2010-04-01,7.5
17116,2010-03-01,3.3
17511,2010-11-03,82.5
16705,2009-12-09,91.8
17139,2010-09-17,31.2
16083,2010-12-14,30
17611,2010-07-16,5.9
17814,2010-11-29,8.7
12865,2010-11-26,33.9
17511,2011-03-16,17.7
12748,2010-11-08,21.25
15544,2010-12-02,10
13350,2011-09-21,15
17675,2011-07-20,13.2
13668,2010-10-05,14.85
13432,2010-04-06,3.75
17799,2009-12-13,3.9
16782,2010-05-23,12.75
17063,2011-10-13,34.8
13527,2010-01-24,11.9
17996,2010-06-11,12.85
17337,2011-02-02,10.75
13772,2010-07-15,1.65
17821,2010-10-29,50.4
16797,2010-06-18,15.05
13004,2010-09-13,15.9
17799,2011-06-23,36.75
18130,2011-11-11,13.92
15948,2010-10-11,12.5
15829,2011-07-22,9.48
12681,2010-01-08,29.7
14585,2011-10-20,1.65
13230,2010-05-16,8.25
16354,2010-09-24,16.15
12589,2010-10-14,13.2
12415,2011-07-19,1.65
16395,2010-09-15,17.7
12975,2010-09-28,15
13623,2010-11-24,4.25
12720,2010-12-05,72
13823,2010-08-09,10.2
17095,2011-11-17,70.8
13031,2010-06-03,5.79
15641,2010-10-07,28.2
12949,2011-08-17,39.6
16057,2010-07-08,17.7
14606,2009-12-06,5.95
12432,2011-10-28,19.8
15856,2010-10-08,20
13097,2010-01-26,8.85
15370,2011-07-21,17
17631,2010-11-30,18.6
17769,2011-07-24,29.7
13797,2010-05-20,5.04
15814,2011-10-20,25.2
14298,2011-02-24,15.12
16290,2010-08-15,15.3
16669,2011-11-16,0.85
14702,2010-12-09,15.35
17742,2010-02-09,13.95
17850,2010-09-22,25.2
12748,2010-12-10,19.9
16549,2010-06-02,2.5
16531,2011-09-26,19.8
13755,2011-11-21,6.79
17604,2010-10-13,3.38
12975,2009-12-06,54
12539,2011-01-10,29.7
15456,2010-05-18,8.85
12835,2010-01-05,2.95
15061,2011-04-05,81.6
13654,2011-03-11,10.5
13317,2011-04-14,39.6
13363,2010-10-26,33
14646,2010-05-06,373.8
13042,2010-04-20,17.75
15970,2010-04-20,22.5
14800,2010-11-21,10.2
17841,2011-08-28,5.6
14546,2010-05-30,3.3
15059,2011-10-30,16.35
15640,2010-06-07,11.8
14459,2011-07-07,59.7
15544,2010-03-10,10.2
12858,2010-11-21,7.95
13607,2011-10-30,2.98
17324,2010-09-02,3.3
18160,2011-05-23,23.6
14497,2011-02-03,17.7
13253,2010-01-05,27.36
13287,2010-04-15,17.88
14332,2011-10-04,1.9
15044,2010-01-11,23.6
14178,2011-10-04,4.86
17739,2010-04-01,25.2
15190,2010-10-01,15
17602,2011-12-07,6.24
16469,2011-09-13,12.42
14076,2011-08-02,1.25
15784,2010-02-05,15
16754,2010-06-28,1646.4
13782,2011-08-07,5.9
16019,2010-08-17,50.5
12472,2010-06-15,38.4
14606,2010-07-26,28.92
15808,2010-01-27,51.5
15026,2010-09-17,6.6
15555,2011-11-27,20.29
15757,2010-08-04,46.8
18041,2010-05-05,2.95
13263,2011-03-06,9.9
13276,2010-03-07,13.55
15640,2010-01-08,19.5
14169,2010-09-21,0.85
12431,2010-01-15,37.5
16938,2010-02-17,17
17659,2010-12-02,30
16407,2011-08-21,7.95
14415,2010-04-18,13.5
16776,2010-10-20,2.55
17787,2011-01-20,8.4
14209,2010-01-22,17.85
13418,2011-11-28,60
16241,2011-08-10,7.55
15312,2010-02-10,14.98
14087,2011-12-07,6.64
15919,2010-12-06,1.45
15708,2010-10-10,3.75
12451,2010-06-28,27.6
13969,2011-08-24,19.17
17019,2010-12-06,36.8
13213,2011-05-24,34.05
17142,2010-10-31,3.9
14277,2010-10-24,2.95
14293,2011-07-15,20.8
17243,2010-03-21,53.4
17741,2010-10-29,11.7
16032,2010-07-29,39
17220,2011-07-06,1.65
16121,2011-10-13,10.15
14081,2009-12-10,22.83
16039,2010-10-12,23.4
15023,2011-08-15,11.8
14099,2011-02-17,24.96
13736,2010-06-13,8.85
18257,2010-02-18,10.08
13332,2011-11-25,19.5
14462,2010-10-03,5.9
14334,2011-05-20,10.2
14680,2010-12-14,-1.7
17086,2011-11-09,15
17366,2010-10-03,13.3
